timestamp,image_path,object,confidence,x1,y1,x2,y2
20250308-135003,detecciones/deteccion_20250308-135003.png,chair,0.2525967061519623,596,282,639,328
20250308-135003,detecciones/deteccion_20250308-135003.png,bench,0.3737555742263794,0,272,211,391
20250308-135003,detecciones/deteccion_20250308-135003.png,chair,0.3418198525905609,475,289,639,479
20250308-135003,detecciones/deteccion_20250308-135003.png,bench,0.43739718198776245,0,269,228,393
20250308-135003,detecciones/deteccion_20250308-135003.png,dining table,0.2909991443157196,1,349,603,479
20250308-135003,detecciones/deteccion_20250308-135003.png,bench,0.382132887840271,1,270,242,393
20250308-135003,detecciones/deteccion_20250308-135003.png,dining table,0.45525062084198,0,349,599,479
20250308-135003,detecciones/deteccion_20250308-135003.png,bench,0.31550464034080505,3,270,257,390
20250308-135003,detecciones/deteccion_20250308-135003.png,bench,0.5592169761657715,15,270,272,390
20250308-135004,detecciones/deteccion_20250308-135004.png,chair,0.37954238057136536,559,304,639,479
20250308-135004,detecciones/deteccion_20250308-135004.png,bench,0.3649660646915436,37,270,284,387
20250308-135004,detecciones/deteccion_20250308-135004.png,dining table,0.28035101294517517,3,349,631,479
20250308-135004,detecciones/deteccion_20250308-135004.png,bench,0.35186412930488586,53,271,297,389
20250308-135004,detecciones/deteccion_20250308-135004.png,bench,0.4234948456287384,67,271,309,381
20250308-135004,detecciones/deteccion_20250308-135004.png,chair,0.32253268361091614,591,304,639,463
20250308-135004,detecciones/deteccion_20250308-135004.png,bench,0.34744909405708313,80,272,321,385
20250308-135004,detecciones/deteccion_20250308-135004.png,dining table,0.3423486351966858,15,350,640,479
20250308-135004,detecciones/deteccion_20250308-135004.png,bench,0.36066585779190063,93,269,332,384
20250308-135004,detecciones/deteccion_20250308-135004.png,dining table,0.3331546187400818,11,351,636,479
20250308-135005,detecciones/deteccion_20250308-135005.png,bench,0.40940985083580017,129,269,365,385
20250308-135005,detecciones/deteccion_20250308-135005.png,clock,0.25720086693763733,270,186,298,215
20250308-135005,detecciones/deteccion_20250308-135005.png,bench,0.26186448335647583,149,267,383,381
20250308-135005,detecciones/deteccion_20250308-135005.png,bench,0.4248042702674866,158,267,392,383
20250308-135005,detecciones/deteccion_20250308-135005.png,bench,0.37759077548980713,168,268,401,384
20250308-135005,detecciones/deteccion_20250308-135005.png,bench,0.3609781265258789,176,268,408,381
20250308-135006,detecciones/deteccion_20250308-135006.png,bench,0.31272566318511963,183,268,417,384
20250308-135006,detecciones/deteccion_20250308-135006.png,bench,0.39809277653694153,191,266,426,383
20250308-135006,detecciones/deteccion_20250308-135006.png,bird,0.2656225264072418,314,324,367,344
20250308-135006,detecciones/deteccion_20250308-135006.png,bench,0.454039067029953,200,266,433,383
20250308-135006,detecciones/deteccion_20250308-135006.png,bench,0.27753204107284546,207,269,440,382
20250308-135006,detecciones/deteccion_20250308-135006.png,bench,0.4147239327430725,215,268,448,384
20250308-135006,detecciones/deteccion_20250308-135006.png,bench,0.46907755732536316,219,268,455,387
20250308-135006,detecciones/deteccion_20250308-135006.png,bench,0.3583385646343231,228,266,463,386
20250308-135006,detecciones/deteccion_20250308-135006.png,bench,0.4188922047615051,233,267,469,387
20250308-135007,detecciones/deteccion_20250308-135007.png,bench,0.34127089381217957,238,267,475,385
20250308-135007,detecciones/deteccion_20250308-135007.png,bench,0.4059664309024811,244,267,481,387
20250308-135007,detecciones/deteccion_20250308-135007.png,frisbee,0.2546004056930542,611,375,639,390
20250308-135007,detecciones/deteccion_20250308-135007.png,bench,0.3083723187446594,248,267,486,387
20250308-135007,detecciones/deteccion_20250308-135007.png,bench,0.3676508069038391,252,267,492,389
20250308-135007,detecciones/deteccion_20250308-135007.png,bench,0.3596263527870178,257,265,497,387
20250308-135007,detecciones/deteccion_20250308-135007.png,bench,0.3558419942855835,261,267,501,386
20250308-135007,detecciones/deteccion_20250308-135007.png,bench,0.4707344174385071,264,265,506,387
20250308-135008,detecciones/deteccion_20250308-135008.png,bench,0.5419135093688965,267,266,509,387
20250308-135008,detecciones/deteccion_20250308-135008.png,bench,0.4603846073150635,270,264,512,389
20250308-135008,detecciones/deteccion_20250308-135008.png,bench,0.575729489326477,271,268,515,389
20250308-135008,detecciones/deteccion_20250308-135008.png,bench,0.33952513337135315,393,284,450,345
20250308-135008,detecciones/deteccion_20250308-135008.png,bench,0.3573654592037201,272,267,515,389
20250308-135008,detecciones/deteccion_20250308-135008.png,bench,0.26148995757102966,272,267,515,390
20250308-135008,detecciones/deteccion_20250308-135008.png,bench,0.3630179762840271,272,267,516,390
20250308-135008,detecciones/deteccion_20250308-135008.png,bench,0.4145015478134155,272,268,516,390
20250308-135008,detecciones/deteccion_20250308-135008.png,bench,0.3759932518005371,272,268,517,391
20250308-135009,detecciones/deteccion_20250308-135009.png,bench,0.330235093832016,272,268,517,391
20250308-135009,detecciones/deteccion_20250308-135009.png,bench,0.34056422114372253,272,268,518,393
20250308-135009,detecciones/deteccion_20250308-135009.png,bench,0.3396819233894348,272,269,519,393
20250308-135009,detecciones/deteccion_20250308-135009.png,bench,0.38722383975982666,272,267,519,395
20250308-135009,detecciones/deteccion_20250308-135009.png,bench,0.4325934052467346,271,268,519,394
20250308-135010,detecciones/deteccion_20250308-135010.png,bench,0.40584835410118103,271,267,520,395
20250308-135010,detecciones/deteccion_20250308-135010.png,bench,0.46652260422706604,271,231,521,395
20250308-135010,detecciones/deteccion_20250308-135010.png,bench,0.3986711800098419,271,246,521,396
20250308-135010,detecciones/deteccion_20250308-135010.png,bench,0.39724475145339966,271,267,521,398
20250308-135010,detecciones/deteccion_20250308-135010.png,bench,0.3513341248035431,271,265,522,397
20250308-135010,detecciones/deteccion_20250308-135010.png,bench,0.382347971200943,270,265,522,398
20250308-135010,detecciones/deteccion_20250308-135010.png,bench,0.44755491614341736,270,266,523,388
20250308-135010,detecciones/deteccion_20250308-135010.png,bench,0.4928315579891205,270,259,523,392
20250308-135011,detecciones/deteccion_20250308-135011.png,bench,0.525583803653717,270,264,524,397
20250308-135011,detecciones/deteccion_20250308-135011.png,bench,0.47921222448349,270,264,523,398
20250308-135011,detecciones/deteccion_20250308-135011.png,bench,0.4155498147010803,270,267,524,396
20250308-135011,detecciones/deteccion_20250308-135011.png,bench,0.4572516083717346,269,266,524,393
20250308-135011,detecciones/deteccion_20250308-135011.png,bench,0.36585533618927,269,266,525,401
20250308-135011,detecciones/deteccion_20250308-135011.png,bench,0.4456613063812256,269,266,525,401
20250308-135012,detecciones/deteccion_20250308-135012.png,bench,0.49244225025177,269,268,526,398
20250308-135012,detecciones/deteccion_20250308-135012.png,bench,0.5011773109436035,269,266,526,401
20250308-135012,detecciones/deteccion_20250308-135012.png,bench,0.5957918763160706,268,268,527,398
20250308-135012,detecciones/deteccion_20250308-135012.png,bench,0.5449589490890503,268,267,528,399
20250308-135012,detecciones/deteccion_20250308-135012.png,bench,0.5381684899330139,268,266,528,401
20250308-135012,detecciones/deteccion_20250308-135012.png,bench,0.5084419250488281,268,266,528,404
20250308-135012,detecciones/deteccion_20250308-135012.png,bench,0.502713143825531,268,267,529,406
20250308-135013,detecciones/deteccion_20250308-135013.png,bench,0.4642415940761566,268,265,529,399
20250308-135013,detecciones/deteccion_20250308-135013.png,bench,0.29713883996009827,268,265,529,388
20250308-135013,detecciones/deteccion_20250308-135013.png,bench,0.4113221764564514,267,268,529,400
20250308-135013,detecciones/deteccion_20250308-135013.png,bench,0.4871823787689209,267,267,530,402
20250308-135013,detecciones/deteccion_20250308-135013.png,bench,0.42361143231391907,267,269,530,401
20250308-135013,detecciones/deteccion_20250308-135013.png,bench,0.3850937783718109,267,266,530,402
20250308-135013,detecciones/deteccion_20250308-135013.png,bench,0.34880343079566956,267,269,531,403
20250308-135014,detecciones/deteccion_20250308-135014.png,chair,0.25806373357772827,399,288,460,354
20250308-135014,detecciones/deteccion_20250308-135014.png,bench,0.2583596408367157,267,269,532,397
20250308-135014,detecciones/deteccion_20250308-135014.png,bench,0.27987435460090637,267,267,533,399
20250308-135014,detecciones/deteccion_20250308-135014.png,clock,0.2692858874797821,407,176,439,209
20250308-135014,detecciones/deteccion_20250308-135014.png,bench,0.3991695046424866,267,267,534,403
20250308-135014,detecciones/deteccion_20250308-135014.png,bench,0.41848689317703247,267,266,536,405
20250308-135015,detecciones/deteccion_20250308-135015.png,bench,0.3451803922653198,267,265,536,406
20250308-135015,detecciones/deteccion_20250308-135015.png,bench,0.29606613516807556,266,268,537,401
20250308-135015,detecciones/deteccion_20250308-135015.png,bench,0.290132999420166,266,270,537,404
20250308-135015,detecciones/deteccion_20250308-135015.png,bench,0.3340413570404053,266,268,539,402
20250308-135016,detecciones/deteccion_20250308-135016.png,bench,0.3231026530265808,266,265,539,402
20250308-135016,detecciones/deteccion_20250308-135016.png,bench,0.3944900631904602,266,261,539,405
20250308-135016,detecciones/deteccion_20250308-135016.png,bench,0.34784644842147827,266,263,540,407
20250308-135016,detecciones/deteccion_20250308-135016.png,bench,0.28462880849838257,266,265,540,408
20250308-135016,detecciones/deteccion_20250308-135016.png,bench,0.2710711359977722,265,262,541,395
20250308-135016,detecciones/deteccion_20250308-135016.png,bench,0.3075334131717682,266,267,541,406
20250308-135016,detecciones/deteccion_20250308-135016.png,bench,0.3364756405353546,265,262,543,409
20250308-135016,detecciones/deteccion_20250308-135016.png,bench,0.39328932762145996,265,263,543,412
20250308-135016,detecciones/deteccion_20250308-135016.png,bench,0.35790807008743286,265,263,543,412
20250308-135017,detecciones/deteccion_20250308-135017.png,bench,0.4062236249446869,265,263,544,410
20250308-135017,detecciones/deteccion_20250308-135017.png,chair,0.2522391676902771,403,292,467,360
20250308-135017,detecciones/deteccion_20250308-135017.png,bench,0.31056076288223267,265,264,544,408
20250308-135017,detecciones/deteccion_20250308-135017.png,chair,0.3047153055667877,403,292,467,360
20250308-135017,detecciones/deteccion_20250308-135017.png,bench,0.2724491059780121,264,254,545,409
20250308-135017,detecciones/deteccion_20250308-135017.png,bench,0.2543712556362152,263,241,548,395
20250308-135017,detecciones/deteccion_20250308-135017.png,bench,0.32124921679496765,263,248,548,393
20250308-135018,detecciones/deteccion_20250308-135018.png,bench,0.450181782245636,262,233,551,407
20250308-135018,detecciones/deteccion_20250308-135018.png,bench,0.34144315123558044,263,254,548,409
20250308-135018,detecciones/deteccion_20250308-135018.png,bird,0.26772019267082214,405,340,470,363
20250308-135018,detecciones/deteccion_20250308-135018.png,bench,0.512756884098053,263,260,549,412
20250308-135018,detecciones/deteccion_20250308-135018.png,bench,0.5052107572555542,263,253,550,415
20250308-135018,detecciones/deteccion_20250308-135018.png,bench,0.3822104036808014,263,260,549,408
20250308-135019,detecciones/deteccion_20250308-135019.png,bench,0.34784573316574097,263,248,559,394
20250308-135019,detecciones/deteccion_20250308-135019.png,bench,0.4193801283836365,263,251,549,412
20250308-135019,detecciones/deteccion_20250308-135019.png,bench,0.3873865008354187,263,255,550,409
20250308-135019,detecciones/deteccion_20250308-135019.png,chair,0.27783718705177307,406,295,472,364
20250308-135019,detecciones/deteccion_20250308-135019.png,bench,0.5161164999008179,262,244,556,413
20250308-135019,detecciones/deteccion_20250308-135019.png,chair,0.3189782202243805,406,295,472,365
20250308-135019,detecciones/deteccion_20250308-135019.png,bench,0.4854089319705963,261,243,557,402
20250308-135019,detecciones/deteccion_20250308-135019.png,clock,0.25656041502952576,412,172,447,207
20250308-135019,detecciones/deteccion_20250308-135019.png,bench,0.4963114261627197,261,242,559,404
20250308-135019,detecciones/deteccion_20250308-135019.png,clock,0.27227336168289185,413,172,447,207
20250308-135019,detecciones/deteccion_20250308-135019.png,bench,0.43558892607688904,261,236,561,407
20250308-135019,detecciones/deteccion_20250308-135019.png,bench,0.27711278200149536,263,262,609,398
20250308-135020,detecciones/deteccion_20250308-135020.png,bench,0.40993452072143555,261,258,560,410
20250308-135020,detecciones/deteccion_20250308-135020.png,clock,0.31990474462509155,413,172,448,207
20250308-135020,detecciones/deteccion_20250308-135020.png,bench,0.4733729660511017,261,250,562,412
20250308-135020,detecciones/deteccion_20250308-135020.png,clock,0.3406423330307007,413,172,448,207
20250308-135020,detecciones/deteccion_20250308-135020.png,bench,0.47295093536376953,261,244,561,419
20250308-135020,detecciones/deteccion_20250308-135020.png,bench,0.349858820438385,260,249,562,410
20250308-135020,detecciones/deteccion_20250308-135020.png,bench,0.2945164442062378,261,267,630,398
20250308-135020,detecciones/deteccion_20250308-135020.png,clock,0.2793366312980652,413,172,449,207
20250308-135020,detecciones/deteccion_20250308-135020.png,bench,0.31817886233329773,260,248,568,404
20250308-135020,detecciones/deteccion_20250308-135020.png,bench,0.3496977388858795,260,231,563,408
20250308-135020,detecciones/deteccion_20250308-135020.png,clock,0.2668788433074951,413,171,450,207
20250308-135020,detecciones/deteccion_20250308-135020.png,bench,0.36435312032699585,260,231,564,424
20250308-135020,detecciones/deteccion_20250308-135020.png,clock,0.2681327760219574,413,172,450,207
20250308-135021,detecciones/deteccion_20250308-135021.png,bench,0.29765450954437256,260,229,565,414
20250308-135021,detecciones/deteccion_20250308-135021.png,clock,0.27378854155540466,414,172,450,207
20250308-135021,detecciones/deteccion_20250308-135021.png,bench,0.5016908049583435,260,235,569,440
20250308-135021,detecciones/deteccion_20250308-135021.png,bench,0.48391228914260864,260,248,569,438
20250308-135021,detecciones/deteccion_20250308-135021.png,bench,0.45992615818977356,259,236,572,432
20250308-135021,detecciones/deteccion_20250308-135021.png,clock,0.3572690784931183,416,171,452,207
20250308-135022,detecciones/deteccion_20250308-135022.png,bench,0.3307785987854004,258,230,573,436
20250308-135022,detecciones/deteccion_20250308-135022.png,clock,0.2690834403038025,416,171,452,207
20250308-135022,detecciones/deteccion_20250308-135022.png,bench,0.5558120012283325,260,230,572,436
20250308-135022,detecciones/deteccion_20250308-135022.png,clock,0.31027093529701233,416,170,452,207
20250308-135022,detecciones/deteccion_20250308-135022.png,bench,0.4357534945011139,258,229,572,414
20250308-135022,detecciones/deteccion_20250308-135022.png,clock,0.2681230902671814,416,170,452,206
20250308-135022,detecciones/deteccion_20250308-135022.png,bench,0.5592796802520752,257,237,575,432
20250308-135022,detecciones/deteccion_20250308-135022.png,clock,0.25836625695228577,416,170,452,207
20250308-135022,detecciones/deteccion_20250308-135022.png,bench,0.49792107939720154,260,233,574,437
20250308-135022,detecciones/deteccion_20250308-135022.png,clock,0.25886934995651245,416,169,453,207
20250308-135022,detecciones/deteccion_20250308-135022.png,bench,0.5327386260032654,259,230,575,436
20250308-135022,detecciones/deteccion_20250308-135022.png,clock,0.32952672243118286,416,169,453,207
20250308-135022,detecciones/deteccion_20250308-135022.png,bench,0.6598515510559082,259,232,577,443
20250308-135022,detecciones/deteccion_20250308-135022.png,bench,0.2993714511394501,258,259,576,408
20250308-135022,detecciones/deteccion_20250308-135022.png,clock,0.2809278666973114,417,169,453,207
20250308-135022,detecciones/deteccion_20250308-135022.png,bench,0.5683669447898865,259,241,577,447
20250308-135023,detecciones/deteccion_20250308-135023.png,bench,0.5665794014930725,258,258,578,444
20250308-135023,detecciones/deteccion_20250308-135023.png,bench,0.5739789605140686,258,267,579,444
20250308-135023,detecciones/deteccion_20250308-135023.png,clock,0.2707418203353882,417,169,454,207
20250308-135023,detecciones/deteccion_20250308-135023.png,bench,0.5026426911354065,259,270,579,448
20250308-135023,detecciones/deteccion_20250308-135023.png,bench,0.45655369758605957,257,259,578,412
20250308-135023,detecciones/deteccion_20250308-135023.png,bench,0.6241621971130371,258,257,581,448
20250308-135023,detecciones/deteccion_20250308-135023.png,clock,0.3468262851238251,417,168,455,206
20250308-135023,detecciones/deteccion_20250308-135023.png,bench,0.6582657694816589,258,231,582,451
20250308-135023,detecciones/deteccion_20250308-135023.png,bench,0.3797571659088135,257,265,576,410
20250308-135023,detecciones/deteccion_20250308-135023.png,clock,0.2665192186832428,417,168,456,206
20250308-135023,detecciones/deteccion_20250308-135023.png,bench,0.5962680578231812,256,255,578,426
20250308-135023,detecciones/deteccion_20250308-135023.png,clock,0.29264020919799805,417,168,456,206
20250308-135023,detecciones/deteccion_20250308-135023.png,bench,0.533563494682312,256,256,580,435
20250308-135023,detecciones/deteccion_20250308-135023.png,clock,0.3944810628890991,418,168,456,206
20250308-135024,detecciones/deteccion_20250308-135024.png,bench,0.41277575492858887,255,257,580,427
20250308-135024,detecciones/deteccion_20250308-135024.png,bench,0.4187659025192261,257,233,587,449
20250308-135024,detecciones/deteccion_20250308-135024.png,bench,0.2832745313644409,256,265,584,413
20250308-135024,detecciones/deteccion_20250308-135024.png,bench,0.4945303797721863,256,247,587,416
20250308-135024,detecciones/deteccion_20250308-135024.png,clock,0.4686654508113861,419,168,457,206
20250308-135024,detecciones/deteccion_20250308-135024.png,bench,0.3295210301876068,256,260,585,416
20250308-135024,detecciones/deteccion_20250308-135024.png,clock,0.5513652563095093,419,168,457,206
20250308-135024,detecciones/deteccion_20250308-135024.png,bench,0.3447037935256958,256,260,585,417
20250308-135024,detecciones/deteccion_20250308-135024.png,clock,0.5509554147720337,419,168,458,206
20250308-135024,detecciones/deteccion_20250308-135024.png,bench,0.3790237307548523,255,241,589,444
20250308-135025,detecciones/deteccion_20250308-135025.png,bench,0.4540262818336487,256,270,589,434
20250308-135025,detecciones/deteccion_20250308-135025.png,clock,0.4214453399181366,419,168,458,206
20250308-135025,detecciones/deteccion_20250308-135025.png,clock,0.31684616208076477,419,168,458,206
20250308-135025,detecciones/deteccion_20250308-135025.png,bench,0.2616075873374939,255,259,603,418
20250308-135025,detecciones/deteccion_20250308-135025.png,bench,0.34770286083221436,255,251,611,418
20250308-135025,detecciones/deteccion_20250308-135025.png,bench,0.4138534367084503,255,258,613,421
20250308-135026,detecciones/deteccion_20250308-135026.png,bench,0.26721322536468506,253,233,600,432
20250308-135026,detecciones/deteccion_20250308-135026.png,bench,0.3696282207965851,253,257,618,423
20250308-135026,detecciones/deteccion_20250308-135026.png,bench,0.4462118148803711,253,260,618,423
20250308-135026,detecciones/deteccion_20250308-135026.png,bench,0.40449026226997375,253,258,615,424
20250308-135026,detecciones/deteccion_20250308-135026.png,clock,0.29769188165664673,421,166,461,205
20250308-135026,detecciones/deteccion_20250308-135026.png,bench,0.3135943114757538,252,259,617,424
20250308-135027,detecciones/deteccion_20250308-135027.png,bench,0.4604891836643219,251,276,605,462
20250308-135027,detecciones/deteccion_20250308-135027.png,bench,0.31966233253479004,252,260,616,425
20250308-135027,detecciones/deteccion_20250308-135027.png,bench,0.3061023950576782,252,258,616,425
20250308-135027,detecciones/deteccion_20250308-135027.png,bench,0.2847502529621124,251,273,608,462
20250308-135027,detecciones/deteccion_20250308-135027.png,clock,0.2809905409812927,423,165,463,205
20250308-135027,detecciones/deteccion_20250308-135027.png,clock,0.28859782218933105,424,165,463,205
20250308-135027,detecciones/deteccion_20250308-135027.png,bench,0.2680952548980713,251,258,622,426
20250308-135027,detecciones/deteccion_20250308-135027.png,clock,0.40337103605270386,424,164,464,204
20250308-135027,detecciones/deteccion_20250308-135027.png,bench,0.3555435538291931,250,232,620,458
20250308-135027,detecciones/deteccion_20250308-135027.png,clock,0.43664613366127014,424,164,464,204
20250308-135027,detecciones/deteccion_20250308-135027.png,bench,0.3857851028442383,251,260,617,427
20250308-135028,detecciones/deteccion_20250308-135028.png,clock,0.4010658264160156,424,164,464,204
20250308-135028,detecciones/deteccion_20250308-135028.png,bench,0.36756113171577454,251,261,619,427
20250308-135028,detecciones/deteccion_20250308-135028.png,clock,0.41473880410194397,424,164,464,204
20250308-135028,detecciones/deteccion_20250308-135028.png,bench,0.2927948236465454,250,248,618,429
20250308-135028,detecciones/deteccion_20250308-135028.png,bench,0.380893349647522,250,254,620,430
20250308-135028,detecciones/deteccion_20250308-135028.png,clock,0.3274456858634949,424,164,465,204
20250308-135028,detecciones/deteccion_20250308-135028.png,clock,0.3611956834793091,424,164,465,204
20250308-135028,detecciones/deteccion_20250308-135028.png,clock,0.40626272559165955,425,164,465,204
20250308-135028,detecciones/deteccion_20250308-135028.png,bench,0.38842204213142395,249,257,624,431
20250308-135028,detecciones/deteccion_20250308-135028.png,clock,0.3434452414512634,425,164,466,204
20250308-135028,detecciones/deteccion_20250308-135028.png,clock,0.3554467558860779,425,164,466,204
20250308-135028,detecciones/deteccion_20250308-135028.png,bench,0.31118354201316833,250,241,622,433
20250308-135029,detecciones/deteccion_20250308-135029.png,clock,0.33418646454811096,425,164,466,204
20250308-135029,detecciones/deteccion_20250308-135029.png,bench,0.2860044240951538,250,260,623,432
20250308-135029,detecciones/deteccion_20250308-135029.png,bench,0.4488169252872467,248,270,623,437
20250308-135029,detecciones/deteccion_20250308-135029.png,clock,0.2581275701522827,426,164,467,204
20250308-135029,detecciones/deteccion_20250308-135029.png,bench,0.3478297293186188,248,271,622,441
20250308-135029,detecciones/deteccion_20250308-135029.png,bench,0.26160937547683716,249,265,623,435
20250308-135029,detecciones/deteccion_20250308-135029.png,bench,0.31994858384132385,249,273,628,439
20250308-135030,detecciones/deteccion_20250308-135030.png,clock,0.36199328303337097,428,163,469,203
20250308-135030,detecciones/deteccion_20250308-135030.png,bench,0.35786178708076477,248,260,638,438
20250308-135030,detecciones/deteccion_20250308-135030.png,clock,0.4697953760623932,428,163,469,204
20250308-135030,detecciones/deteccion_20250308-135030.png,bench,0.30570101737976074,248,256,638,439
20250308-135030,detecciones/deteccion_20250308-135030.png,clock,0.35157737135887146,428,162,469,203
20250308-135030,detecciones/deteccion_20250308-135030.png,bench,0.258771687746048,248,254,626,440
20250308-135030,detecciones/deteccion_20250308-135030.png,clock,0.4502745568752289,428,162,470,203
20250308-135030,detecciones/deteccion_20250308-135030.png,clock,0.3013959527015686,428,162,471,203
20250308-135030,detecciones/deteccion_20250308-135030.png,clock,0.400338351726532,428,162,471,203
20250308-135030,detecciones/deteccion_20250308-135030.png,clock,0.49507078528404236,428,161,471,203
20250308-135031,detecciones/deteccion_20250308-135031.png,clock,0.45509451627731323,428,161,471,203
20250308-135031,detecciones/deteccion_20250308-135031.png,clock,0.6844967603683472,429,162,471,203
20250308-135031,detecciones/deteccion_20250308-135031.png,clock,0.5991821885108948,429,160,471,203
20250308-135031,detecciones/deteccion_20250308-135031.png,clock,0.6388744711875916,429,160,472,203
20250308-135031,detecciones/deteccion_20250308-135031.png,clock,0.4755329191684723,429,160,472,203
20250308-135031,detecciones/deteccion_20250308-135031.png,clock,0.6022639870643616,429,160,473,203
20250308-135031,detecciones/deteccion_20250308-135031.png,clock,0.5674726963043213,430,160,474,203
20250308-135031,detecciones/deteccion_20250308-135031.png,bench,0.26669320464134216,245,265,629,451
20250308-135032,detecciones/deteccion_20250308-135032.png,clock,0.4916384816169739,430,160,474,203
20250308-135032,detecciones/deteccion_20250308-135032.png,clock,0.4380504786968231,431,160,474,203
20250308-135032,detecciones/deteccion_20250308-135032.png,clock,0.4159446656703949,431,160,475,203
20250308-135032,detecciones/deteccion_20250308-135032.png,clock,0.27781593799591064,432,160,475,202
20250308-135032,detecciones/deteccion_20250308-135032.png,clock,0.41344523429870605,432,160,475,202
20250308-135032,detecciones/deteccion_20250308-135032.png,bench,0.37356892228126526,244,271,635,450
20250308-135032,detecciones/deteccion_20250308-135032.png,clock,0.5791078805923462,432,160,476,202
20250308-135032,detecciones/deteccion_20250308-135032.png,bench,0.3341805934906006,244,270,637,452
20250308-135032,detecciones/deteccion_20250308-135032.png,clock,0.5139775276184082,432,160,476,202
20250308-135032,detecciones/deteccion_20250308-135032.png,bench,0.470516175031662,243,265,639,450
20250308-135033,detecciones/deteccion_20250308-135033.png,clock,0.525668740272522,433,159,476,202
20250308-135033,detecciones/deteccion_20250308-135033.png,bench,0.4129704535007477,243,267,638,451
20250308-135033,detecciones/deteccion_20250308-135033.png,bench,0.48979651927948,243,272,639,454
20250308-135033,detecciones/deteccion_20250308-135033.png,clock,0.3770599365234375,433,159,477,202
20250308-135033,detecciones/deteccion_20250308-135033.png,clock,0.4756861925125122,433,159,477,202
20250308-135033,detecciones/deteccion_20250308-135033.png,bench,0.4664266109466553,243,272,639,456
20250308-135033,detecciones/deteccion_20250308-135033.png,bench,0.499972939491272,243,260,639,453
20250308-135033,detecciones/deteccion_20250308-135033.png,clock,0.40255606174468994,433,159,477,202
20250308-135033,detecciones/deteccion_20250308-135033.png,clock,0.5844805240631104,433,159,477,202
20250308-135033,detecciones/deteccion_20250308-135033.png,bench,0.45096397399902344,242,261,638,456
20250308-135033,detecciones/deteccion_20250308-135033.png,clock,0.5239812731742859,433,158,478,202
20250308-135033,detecciones/deteccion_20250308-135033.png,bench,0.3244020938873291,242,266,640,457
20250308-135034,detecciones/deteccion_20250308-135034.png,bench,0.45074471831321716,242,261,638,457
20250308-135034,detecciones/deteccion_20250308-135034.png,clock,0.4144722819328308,434,158,478,202
20250308-135034,detecciones/deteccion_20250308-135034.png,bench,0.5357967615127563,242,259,638,457
20250308-135034,detecciones/deteccion_20250308-135034.png,clock,0.4175727069377899,434,158,478,202
20250308-135034,detecciones/deteccion_20250308-135034.png,clock,0.6565185785293579,435,157,479,202
20250308-135034,detecciones/deteccion_20250308-135034.png,bench,0.2959890365600586,241,262,638,457
20250308-135034,detecciones/deteccion_20250308-135034.png,clock,0.7529959678649902,434,157,479,201
20250308-135034,detecciones/deteccion_20250308-135034.png,bench,0.2933422029018402,241,263,638,458
20250308-135034,detecciones/deteccion_20250308-135034.png,clock,0.7371847629547119,434,157,480,202
20250308-135034,detecciones/deteccion_20250308-135034.png,bench,0.31779712438583374,241,270,639,462
20250308-135034,detecciones/deteccion_20250308-135034.png,clock,0.7504974603652954,435,157,480,201
20250308-135034,detecciones/deteccion_20250308-135034.png,bench,0.3076871335506439,239,265,638,460
20250308-135034,detecciones/deteccion_20250308-135034.png,clock,0.790471613407135,436,156,480,201
20250308-135034,detecciones/deteccion_20250308-135034.png,bench,0.3976479470729828,240,263,640,462
20250308-135035,detecciones/deteccion_20250308-135035.png,clock,0.8129741549491882,436,157,481,201
20250308-135035,detecciones/deteccion_20250308-135035.png,bench,0.29462748765945435,240,265,640,462
20250308-135035,detecciones/deteccion_20250308-135035.png,clock,0.7418721318244934,436,156,481,201
20250308-135035,detecciones/deteccion_20250308-135035.png,bench,0.2911694645881653,239,259,639,464
20250308-135035,detecciones/deteccion_20250308-135035.png,clock,0.8765444159507751,436,156,482,201
20250308-135035,detecciones/deteccion_20250308-135035.png,clock,0.8469526767730713,436,156,482,200
20250308-135035,detecciones/deteccion_20250308-135035.png,bench,0.3053815960884094,239,258,639,462
20250308-135035,detecciones/deteccion_20250308-135035.png,clock,0.7391802072525024,436,156,483,200
20250308-135035,detecciones/deteccion_20250308-135035.png,clock,0.8221257925033569,436,156,483,200
20250308-135035,detecciones/deteccion_20250308-135035.png,clock,0.8615729808807373,437,156,483,200
20250308-135035,detecciones/deteccion_20250308-135035.png,traffic light,0.4503007233142853,614,235,637,295
20250308-135035,detecciones/deteccion_20250308-135035.png,clock,0.7609516978263855,437,156,484,200
20250308-135036,detecciones/deteccion_20250308-135036.png,clock,0.7465024590492249,438,155,484,200
20250308-135036,detecciones/deteccion_20250308-135036.png,clock,0.829870879650116,438,155,484,200
20250308-135036,detecciones/deteccion_20250308-135036.png,clock,0.7955260276794434,438,155,485,201
20250308-135036,detecciones/deteccion_20250308-135036.png,clock,0.826738715171814,438,155,485,200
20250308-135036,detecciones/deteccion_20250308-135036.png,clock,0.7923744916915894,439,155,486,200
20250308-135036,detecciones/deteccion_20250308-135036.png,clock,0.8120855093002319,439,154,486,200
20250308-135036,detecciones/deteccion_20250308-135036.png,clock,0.6156356334686279,440,154,487,200
20250308-135037,detecciones/deteccion_20250308-135037.png,clock,0.8212477564811707,440,154,487,200
20250308-135037,detecciones/deteccion_20250308-135037.png,clock,0.8435921669006348,440,153,487,200
